DAUID,POP_2016,POP_DENSITY,LANDAREA
35201011,320,5387.2,0.06
35201012,394,11656.8,0.03
35201013,338,10059.5,0.03
35201014,613,10660.9,0.06
35201015,700,12455.5,0.06
35201016,563,9080.6,0.06
35201017,405,10686,0.04
35201018,424,10392.2,0.04
35201019,468,11700,0.04
35201020,520,12652.1,0.04
35201023,684,12127.7,0.06
35201024,579,7043.8,0.08
35201025,594,6851.2,0.09
35201026,454,11046.2,0.04
35201027,688,11371.9,0.06
35201028,517,12309.5,0.04
35201029,894,6511.3,0.14
35201030,463,8852.8,0.05
35201031,772,14036.4,0.06
35201032,556,20592.6,0.03
35201033,698,19773.4,0.04
35201034,340,6501,0.05
35201035,650,9774.4,0.07
35201036,560,16092,0.03
35201038,629,24861.7,0.03
35201039,1281,10397.7,0.12
35201040,534,6750.9,0.08
35201041,840,11336,0.07
35201044,568,4761.1,0.12
35201045,426,20000,0.02
35201046,565,17278.3,0.03
35201047,585,9590.2,0.06
35201048,609,10287.2,0.06
35201049,787,7368.9,0.11
35201050,316,10063.7,0.03
35201051,667,62336.4,0.01
35201052,546,15082.9,0.04
35201053,474,12845.5,0.04
35201054,665,13064.8,0.05
35201055,912,22135.9,0.04
35201056,490,24500,0.02
35201057,679,14234.8,0.05
35201058,513,21111.1,0.02
35201059,519,10117,0.05
35201060,391,10831,0.04
35201061,531,8969.6,0.06
35201062,299,5839.8,0.05
35201063,779,8157.1,0.1
35201064,640,7785.9,0.08
35201065,602,11944.4,0.05
35201066,615,8874.5,0.07
35201067,421,8096.2,0.05
35201068,768,14684.5,0.05
35201069,477,6863.3,0.07
35201070,369,10573.1,0.03
35201071,501,14033.6,0.04
35201072,582,3885.2,0.15
35201073,656,5779.7,0.11
35201076,598,5168.5,0.12
35201077,446,3620.1,0.12
35201078,938,10695.6,0.09
35201079,564,6090.7,0.09
35201080,452,5452.4,0.08
35201081,389,4738.1,0.08
35201104,467,11446.1,0.04
35201105,416,9476.1,0.04
35201106,561,9428.6,0.06
35201107,814,30373.1,0.03
35201109,616,14772.2,0.04
35201110,827,11085.8,0.07
35201111,527,5747,0.09
35201112,464,8498.2,0.05
35201113,493,9062.5,0.05
35201114,540,6844.1,0.08
35201122,286,8102,0.04
35201123,348,8656.7,0.04
35201124,438,8742.5,0.05
35201125,416,8984.9,0.05
35201126,333,8222.2,0.04
35201127,576,9779.3,0.06
35201128,417,9455.8,0.04
35201129,576,6479.2,0.09
35201130,363,10111.4,0.04
35201131,666,8377.4,0.08
35201132,721,8923.3,0.08
35201133,523,10356.4,0.05
35201134,521,10461.8,0.05
35201139,688,9649.4,0.07
35201140,439,10552.9,0.04
35201141,544,10244.8,0.05
35201142,521,10378.5,0.05
35201143,548,10745.1,0.05
35201144,283,7182.7,0.04
35201145,627,9316.5,0.07
35201146,341,8676.8,0.04
35201147,404,10831.1,0.04
35201148,430,8253.4,0.05
35201149,310,9627.3,0.03
35201150,354,8349.1,0.04
35201151,326,8009.8,0.04
35201152,397,8288.1,0.05
35201153,504,5688.5,0.09
35201154,546,7368.4,0.07
35201155,413,8194.4,0.05
35201156,482,11586.5,0.04
35201157,367,8696.7,0.04
35201158,856,3607.2,0.24
35201159,730,7807.5,0.09
35201160,374,10967.7,0.03
35201161,263,40461.5,0.01
35201162,632,11769.1,0.05
35201163,242,3301.5,0.07
35201164,410,4761.9,0.09
35201165,599,5353,0.11
35201166,420,7792.2,0.05
35201167,844,40000,0.02
35201168,497,8352.9,0.06
35201169,431,11648.6,0.04
35201170,506,5911.2,0.09
35201171,381,9407.4,0.04
35201172,516,7644.4,0.07
35201173,404,11710.1,0.03
35201174,473,9441.1,0.05
35201175,516,10573.8,0.05
35201176,436,11038,0.04
35201177,463,11994.8,0.04
35201178,468,12513.4,0.04
35201179,517,8991.3,0.06
35201180,524,6245.5,0.08
35201181,439,10629.5,0.04
35201182,684,8066,0.08
35201185,535,10449.2,0.05
35201186,646,12447,0.05
35201187,330,10645.2,0.03
35201188,629,6392.3,0.1
35201191,325,7303.4,0.04
35201192,404,8047.8,0.05
35201193,477,8472.5,0.06
35201194,347,7214.1,0.05
35201195,404,8112.4,0.05
35201196,912,8475.8,0.11
35201197,315,6774.2,0.05
35201198,977,3274.1,0.3
35201199,546,5332,0.1
35201200,607,8292.3,0.07
35201201,486,8033.1,0.06
35201202,433,7427.1,0.06
35201203,772,6695.6,0.12
35201204,466,10174.7,0.05
35201205,643,7775.1,0.08
35201206,618,7872.6,0.08
35201209,258,10117.6,0.03
35201210,289,6228.4,0.05
35201211,475,9834.4,0.05
35201212,497,5510,0.09
35201213,416,2967.2,0.14
35201214,248,2666.7,0.09
35201215,656,18071.6,0.04
35201216,549,2959.6,0.19
35201217,653,864.6,0.76
35201219,974,37606.2,0.03
35201222,365,4703.6,0.08
35201228,375,2544.1,0.15
35201240,343,8070.6,0.04
35201241,616,7787.6,0.08
35201242,684,11692.3,0.06
35201243,402,5227.6,0.08
35201244,265,4351.4,0.06
35201249,524,6666.7,0.08
35201250,812,5970.6,0.14
35201251,950,9509.5,0.1
35201252,338,1820.1,0.19
35201253,502,5409.5,0.09
35201254,475,3347.4,0.14
35201255,379,4871.5,0.08
35201256,391,4287.3,0.09
35201257,294,4811.8,0.06
35201259,446,5659.9,0.08
35201263,367,7726.3,0.05
35201264,786,1575.5,0.5
35201267,482,4202.3,0.11
35201278,509,8598,0.06
35201279,489,9741,0.05
35201280,484,11804.9,0.04
35201281,478,9281.6,0.05
35201282,559,8078,0.07
35201283,410,9785.2,0.04
35201284,382,9317.1,0.04
35201285,528,7405.3,0.07
35201286,205,7945.7,0.03
35201287,409,8702.1,0.05
35201288,569,8163.6,0.07
35201289,370,8604.7,0.04
35201290,388,7983.5,0.05
35201291,689,7110.4,0.1
35201292,551,8386.6,0.07
35201293,513,3194.3,0.16
35201294,511,3488.1,0.15
35201295,578,6938.8,0.08
35201297,897,11589.1,0.08
35201298,967,32891.2,0.03
35201312,1109,653.2,1.7
35201313,466,5431.2,0.09
35201314,535,7048.7,0.08
35201315,601,9064.9,0.07
35201316,626,8015.4,0.08
35201317,442,7949.6,0.06
35201318,513,7245.8,0.07
35201319,543,8715.9,0.06
35201320,698,9100.4,0.08
35201321,533,8988.2,0.06
35201322,594,8646.3,0.07
35201323,443,10137.3,0.04
35201324,377,8568.2,0.04
35201325,409,9467.6,0.04
35201326,672,10891.4,0.06
35201327,623,26398.3,0.02
35201328,301,9465.4,0.03
35201329,361,17960.2,0.02
35201331,440,11111.1,0.04
35201332,796,18907.4,0.04
35201333,373,19030.6,0.02
35201334,984,52340.4,0.02
35201337,587,26926.6,0.02
35201338,506,23981,0.02
35201339,370,14230.8,0.03
35201347,531,10330.7,0.05
35201348,539,10589.4,0.05
35201349,494,9667.3,0.05
35201350,732,8413.8,0.09
35201351,445,10183.1,0.04
35201352,413,9365.1,0.04
35201353,419,9766.9,0.04
35201354,433,9796.4,0.04
35201355,466,10990.6,0.04
35201356,372,7864.7,0.05
35201357,958,13550.2,0.07
35201358,677,8758.1,0.08
35201359,408,7132.9,0.06
35201360,667,11600,0.06
35201361,723,9691.7,0.07
35201362,1905,26131.7,0.07
35201363,391,10398.9,0.04
35201364,496,7811,0.06
35201365,796,10859.5,0.07
35201368,349,8309.5,0.04
35201369,646,6352,0.1
35201370,377,9448.6,0.04
35201371,393,9899.2,0.04
35201372,464,5858.6,0.08
35201373,397,9974.9,0.04
35201374,671,6623.9,0.1
35201375,610,6908.3,0.09
35201376,715,10214.3,0.07
35201377,336,8400,0.04
35201378,474,7314.8,0.06
35201379,508,6271.6,0.08
35201380,485,5639.5,0.09
35201381,428,745.6,0.57
35201383,420,2320.4,0.18
35201384,379,7564.9,0.05
35201387,641,5083.3,0.13
35201388,623,7758.4,0.08
35201389,1012,3097.6,0.33
35201390,535,9067.8,0.06
35201391,331,1459.4,0.23
35201393,560,1550.8,0.36
35201394,539,5274,0.1
35201395,489,8578.9,0.06
35201396,1260,10543.9,0.12
35201397,491,2974,0.17
35201398,431,9410.5,0.05
35201399,456,2450.3,0.19
35201400,283,3099.7,0.09
35201401,1891,15971.3,0.12
35201402,419,6072.5,0.07
35201403,268,6320.8,0.04
35201404,408,7891.7,0.05
35201405,464,6925.4,0.07
35201406,571,3441.8,0.17
35201407,703,5952.6,0.12
35201408,513,9808.8,0.05
35201409,399,9477.4,0.04
35201410,401,8406.7,0.05
35201411,489,4729.2,0.1
35201412,329,6351.4,0.05
35201413,476,11870.3,0.04
35201414,489,10842.6,0.05
35201415,414,13663.4,0.03
35201416,470,18951.6,0.02
35201417,362,9945.1,0.04
35201418,425,10897.4,0.04
35201419,500,15197.6,0.03
35201420,468,8731.3,0.05
35201421,352,10538.9,0.03
35201422,581,7262.5,0.08
35201423,353,8465.2,0.04
35201426,437,7680.1,0.06
35201427,482,12991.9,0.04
35201428,649,13353.9,0.05
35201429,528,12194,0.04
35201430,436,8790.3,0.05
35201431,364,12465.8,0.03
35201432,504,10285.7,0.05
35201433,666,13266.9,0.05
35201434,552,11288.3,0.05
35201435,401,8084.7,0.05
35201436,556,7211.4,0.08
35201437,528,9072.2,0.06
35201438,530,13054.2,0.04
35201439,551,2584.4,0.21
35201440,502,7021,0.07
35201441,480,11538.5,0.04
35201442,738,9621.9,0.08
35201443,388,9898,0.04
35201444,403,13848.8,0.03
35201445,368,8578.1,0.04
35201446,238,12460.7,0.02
35201447,384,9896.9,0.04
35201448,503,12897.4,0.04
35201449,400,9174.3,0.04
35201450,593,10224.1,0.06
35201451,359,11580.6,0.03
35201452,1045,20734.1,0.05
35201453,3777,38698.8,0.1
35201459,389,20802.1,0.02
35201460,630,6402.4,0.1
35201461,0,0,0.01
35201463,1196,32947.7,0.04
35201464,778,22815.2,0.03
35201466,749,820.5,0.91
35201467,612,4526.6,0.14
35201468,683,10893.1,0.06
35201469,2280,5391.3,0.42
35201471,735,3262.3,0.23
35201477,419,6506.2,0.06
35201478,428,8167.9,0.05
35201479,420,8536.6,0.05
35201480,434,7627.4,0.06
35201481,401,9457.5,0.04
35201482,552,5570.1,0.1
35201483,525,6242.6,0.08
35201485,549,3734.7,0.15
35201486,432,8307.7,0.05
35201487,793,7453,0.11
35201488,631,6755.9,0.09
35201489,457,5935.1,0.08
35201490,472,8613.1,0.05
35201491,537,9010.1,0.06
35201492,523,9017.2,0.06
35201493,706,5712,0.12
35201494,708,6418.9,0.11
35201495,872,1661.6,0.52
35201496,1434,3193.1,0.45
35201497,497,3622.4,0.14
35201498,431,4001.9,0.11
35201499,478,3223.2,0.15
35201500,582,3714.1,0.16
35201501,745,4333.9,0.17
35201502,626,2785.9,0.22
35201503,560,4516.1,0.12
35201504,487,4664.8,0.1
35201505,544,2267.6,0.24
35201506,671,3390.6,0.2
35201507,808,4137.2,0.2
35201508,740,4407.4,0.17
35201509,568,4339.2,0.13
35201510,536,2836,0.19
35201511,603,2914.5,0.21
35201512,603,2761,0.22
35201513,610,3865.7,0.16
35201514,723,4228.1,0.17
35201515,611,3440.3,0.18
35201516,658,2929.7,0.22
35201517,538,3029.3,0.18
35201518,493,4210.1,0.12
35201519,1107,6931.7,0.16
35201520,617,1746.9,0.35
35201521,593,3363.6,0.18
35201522,513,3008.8,0.17
35201523,397,3507.1,0.11
35201524,525,4335.3,0.12
35201525,473,4182.1,0.11
35201526,1549,2485.6,0.62
35201532,456,2330.1,0.2
35201541,637,5217,0.12
35201542,553,4792,0.12
35201543,513,6477.3,0.08
35201544,464,5821.8,0.08
35201545,587,7211.3,0.08
35201547,641,5386.6,0.12
35201548,457,4644.3,0.1
35201552,536,6961,0.08
35201553,563,9095.3,0.06
35201554,548,5702.4,0.1
35201555,605,5954.7,0.1
35201556,661,4180.9,0.16
35201557,499,14633.4,0.03
35201558,597,5916.7,0.1
35201559,590,7994.6,0.07
35201560,437,6103.4,0.07
35201563,353,5567.8,0.06
35201564,422,5133.8,0.08
35201565,464,7171.6,0.06
35201566,445,4009,0.11
35201567,507,4642.9,0.11
35201568,527,6106.6,0.09
35201569,437,3850.2,0.11
35201570,354,5421.1,0.07
35201571,476,3892.1,0.12
35201572,464,2871.3,0.16
35201573,1170,13494.8,0.09
35201574,448,5264.4,0.09
35201575,670,6627.1,0.1
35201576,396,1595.5,0.25
35201577,447,4177.6,0.11
35201578,394,4513.2,0.09
35201579,1078,10845.1,0.1
35201580,357,6586.7,0.05
35201581,731,6762.3,0.11
35201582,366,1125.5,0.33
35201583,738,1741.4,0.42
35201584,493,4881.2,0.1
35201585,473,5005.3,0.09
35201586,438,5673.6,0.08
35201587,498,2660.3,0.19
35201588,608,6406.7,0.09
35201589,689,4751.7,0.15
35201590,571,693,0.82
35201591,620,5299.1,0.12
35201592,410,3961.4,0.1
35201593,370,854.7,0.43
35201594,420,4590.2,0.09
35201595,487,1134.4,0.43
35201596,712,4623.4,0.15
35201597,617,1209.8,0.51
35201598,393,3245.3,0.12
35201599,536,4230.5,0.13
35201600,537,2254.4,0.24
35201601,709,3407,0.21
35201602,388,3225.3,0.12
35201603,459,3728.7,0.12
35201604,501,3859.8,0.13
35201605,387,4002.1,0.1
35201607,832,2763.2,0.3
35201608,443,3799.3,0.12
35201609,351,3133.9,0.11
35201610,1313,3052.1,0.43
35201611,458,2679.9,0.17
35201612,382,3432.2,0.11
35201613,398,7197.1,0.06
35201614,655,4416.7,0.15
35201615,468,3312.1,0.14
35201616,549,3839.2,0.14
35201617,1018,3188.2,0.32
35201620,800,7554.3,0.11
35201621,298,8254.8,0.04
35201622,456,3562.5,0.13
35201623,1338,11655.1,0.11
35201624,430,3762,0.11
35201625,575,2638.8,0.22
35201626,327,3084.9,0.11
35201627,379,3665.4,0.1
35201629,316,3695.9,0.09
35201630,443,4373.1,0.1
35201631,743,3253.1,0.23
35201632,334,3791.1,0.09
35201634,350,3158.8,0.11
35201635,409,3504.7,0.12
35201636,383,3530,0.11
35201641,1710,7276.6,0.24
35201647,596,3072.2,0.19
35201648,524,3204.9,0.16
35201649,521,3110.4,0.17
35201650,391,3551.3,0.11
35201652,543,2178.1,0.25
35201653,428,2185.9,0.2
35201654,470,2963.4,0.16
35201656,422,3197,0.13
35201657,471,2191.7,0.21
35201658,482,2958.9,0.16
35201659,525,3528.2,0.15
35201660,493,3440.3,0.14
35201661,671,3851.9,0.17
35201662,517,2141.7,0.24
35201663,3539,990.8,3.57
35201664,1713,1575.3,1.09
35201665,659,693.6,0.95
35201666,490,2600.8,0.19
35201667,861,1784.8,0.48
35201670,494,2433.5,0.2
35201672,534,6944.1,0.08
35201673,406,5286.5,0.08
35201674,749,3191.3,0.23
35201675,729,5045,0.14
35201676,787,3273.7,0.24
35201690,950,3648.2,0.26
35201691,566,916.2,0.62
35201692,944,2901,0.33
35201693,1033,2663.1,0.39
35201694,669,2897.4,0.23
35201695,532,9888.5,0.05
35201696,1476,1826.7,0.81
35201697,476,2578.5,0.18
35201698,583,6413.6,0.09
35201699,497,1949,0.26
35201700,708,2521.4,0.28
35201701,561,1630.3,0.34
35201702,521,2900.9,0.18
35201703,609,2466.6,0.25
35201704,437,1653.4,0.26
35201705,505,3200.3,0.16
35201706,471,2155.6,0.22
35201707,490,1526.5,0.32
35201708,546,2568.2,0.21
35201709,306,3090.9,0.1
35201710,436,2827.5,0.15
35201711,463,1449.1,0.32
35201712,370,2769.5,0.13
35201713,442,1970.6,0.22
35201714,1299,9077.6,0.14
35201717,571,4464.4,0.13
35201718,503,2910.9,0.17
35201719,512,2371.5,0.22
35201720,588,2689.8,0.22
35201721,412,7518.2,0.05
35201722,1032,10672.2,0.1
35201723,428,8152.4,0.05
35201724,394,3821.5,0.1
35201725,861,2860.5,0.3
35201726,423,3671.9,0.12
35201728,1283,18433.9,0.07
35201730,415,3296.3,0.13
35201731,466,1608.6,0.29
35201732,696,4147.8,0.17
35201734,493,3220.1,0.15
35201735,484,9877.6,0.05
35201736,1685,21911.6,0.08
35201737,650,4371.2,0.15
35201738,472,2704.9,0.17
35201739,459,2822.9,0.16
35201740,568,3290.8,0.17
35201741,489,2940.5,0.17
35201744,1856,9872.3,0.19
35201748,1352,14429,0.09
35201749,412,2776.3,0.15
35201750,465,2394.4,0.19
35201751,299,4223.2,0.07
35201752,267,3490.2,0.08
35201753,254,2001.6,0.13
35201754,303,3778.1,0.08
35201755,526,2970.1,0.18
35201756,676,3851.9,0.18
35201757,385,3440.6,0.11
35201758,540,747.6,0.72
35201759,714,3244,0.22
35201760,442,4682.2,0.09
35201761,515,6350.2,0.08
35201762,836,293.7,2.85
35201779,2723,5237.5,0.52
35201781,404,3646.2,0.11
35201782,231,5593.2,0.04
35201783,388,5590.8,0.07
35201784,888,9098.4,0.1
35201785,617,7327.8,0.08
35201786,435,3477.2,0.13
35201787,498,2751.4,0.18
35201788,415,2117.3,0.2
35201789,984,9069.1,0.11
35201790,373,4986.6,0.07
35201791,704,4053,0.17
35201792,383,3037.3,0.13
35201793,285,2357.3,0.12
35201802,433,2880.9,0.15
35201803,343,2818.4,0.12
35201804,446,3506.3,0.13
35201805,664,3638.4,0.18
35201806,528,2200.9,0.24
35201807,625,2448.1,0.26
35201816,444,2236.8,0.2
35201817,444,1075.1,0.41
35201818,493,1607.4,0.31
35201819,400,4145.1,0.1
35201820,524,3878.6,0.14
35201821,2894,5006.1,0.58
35201822,944,5812.8,0.16
35201823,422,2708.6,0.16
35201824,445,3105.4,0.14
35201825,705,1984.8,0.36
35201826,300,4392.4,0.07
35201827,434,3469.2,0.13
35201828,446,4826.8,0.09
35201829,469,3252.4,0.14
35201830,451,3551.2,0.13
35201831,330,2983.7,0.11
35201832,290,4915.3,0.06
35201833,461,4708.9,0.1
35201834,444,3205.8,0.14
35201835,1263,6391.7,0.2
35201838,575,4231.1,0.14
35201839,459,4613.1,0.1
35201840,574,503.1,1.14
35201841,664,5274,0.13
35201842,599,4185.9,0.14
35201843,487,5236.6,0.09
35201844,544,3950.6,0.14
35201845,444,3288.9,0.14
35201846,648,1652.2,0.39
35201847,421,4091.4,0.1
35201848,387,4494.8,0.09
35201849,738,10557.9,0.07
35201850,453,4107,0.11
35201851,1144,4351.5,0.26
35201852,339,919.2,0.37
35201853,716,12156.2,0.06
35201854,1799,5079.1,0.35
35201855,374,4527.8,0.08
35201856,1267,5806.6,0.22
35201857,1119,13547.2,0.08
35201858,517,4990.3,0.1
35201859,542,3393.9,0.16
35201860,654,2140.8,0.31
35201861,426,3759.9,0.11
35201862,624,3486,0.18
35201863,928,2574.2,0.36
35201864,622,8360.2,0.07
35201868,764,1831.3,0.42
35201869,421,5798.9,0.07
35201872,629,5198.3,0.12
35201874,1089,9758.1,0.11
35201875,1309,11729.4,0.11
35201876,1739,15624.4,0.11
35201877,258,3491.2,0.07
35201879,380,5212.6,0.07
35201880,546,1740.5,0.31
35201881,585,5362.1,0.11
35201882,509,2947.3,0.17
35201883,710,9317.6,0.08
35201884,450,6923.1,0.07
35201885,516,6179.6,0.08
35201886,555,4443.6,0.12
35201887,403,8292.2,0.05
35201888,890,3258.9,0.27
35201889,640,1877.9,0.34
35201890,892,181.9,4.9
35201892,1035,18221.8,0.06
35201893,468,5037.7,0.09
35201894,638,8025.2,0.08
35201895,421,1740.4,0.24
35201896,370,5709.9,0.06
35201900,464,292.8,1.58
35201901,421,6801.3,0.06
35201902,510,11971.8,0.04
35201903,1402,4502.2,0.31
35201904,609,5702.2,0.11
35201905,440,4508.2,0.1
35201906,359,3060.5,0.12
35201907,455,3711.3,0.12
35201908,515,4133.2,0.12
35201909,379,1283.9,0.3
35201912,482,8827.8,0.05
35201913,432,951.5,0.45
35201914,251,3959,0.06
35201915,379,3239.3,0.12
35201916,532,2580,0.21
35201917,440,2842.4,0.15
35201919,453,1090.3,0.42
35201920,1295,2211.8,0.59
35201935,466,3316.7,0.14
35201936,463,3537.1,0.13
35201937,499,3904.5,0.13
35201938,878,3980.1,0.22
35201939,473,552.2,0.86
35201940,406,2629.5,0.15
35201950,502,3245,0.15
35201951,610,3083.9,0.2
35201952,443,1843.5,0.24
35201953,536,3793.3,0.14
35201955,505,2567.4,0.2
35201958,601,972.6,0.62
35201959,692,5945,0.12
35201960,1027,17615.8,0.06
35201961,896,2911.9,0.31
35201962,553,3947.2,0.14
35201963,448,3335.8,0.13
35201964,466,2885.4,0.16
35201965,614,2626.2,0.23
35201966,572,2918.4,0.2
35201967,260,1321.8,0.2
35201968,388,2871.9,0.14
35201969,320,4238.4,0.08
35201970,455,6173.7,0.07
35201971,451,7631.1,0.06
35201972,1362,9252.7,0.15
35201973,756,6212,0.12
35201976,660,6991.5,0.09
35201977,1441,11574.3,0.12
35201979,531,3965.6,0.13
35201983,318,6022.7,0.05
35201984,627,8970,0.07
35201985,274,6682.9,0.04
35201986,390,4593.6,0.08
35201987,835,2029.7,0.41
35201988,303,7849.7,0.04
35201989,485,3708,0.13
35201992,376,9690.7,0.04
35201993,789,10633.4,0.07
35201996,463,6729.7,0.07
35201997,508,6968.4,0.07
35201998,504,6894.7,0.07
35201999,805,6440,0.13
35202000,550,6117.9,0.09
35202001,1420,13840.2,0.1
35202002,617,6802.6,0.09
35202003,1125,26849.6,0.04
35202004,815,2859.6,0.29
35202005,386,5251.7,0.07
35202006,357,3918.8,0.09
35202007,553,4763.1,0.12
35202013,1605,834.6,1.92
35202016,988,4634.1,0.21
35202017,3488,27748.6,0.13
35202018,1354,11107.5,0.12
35202019,507,38120.3,0.01
35202020,401,5914.5,0.07
35202021,717,15620.9,0.05
35202022,420,7420.5,0.06
35202023,1465,4258.7,0.34
35202024,872,2433.7,0.36
35202025,651,4331.3,0.15
35202026,484,7744,0.06
35202027,375,4130,0.09
35202028,269,1991.1,0.14
35202029,1101,3244,0.34
35202030,923,10098.5,0.09
35202031,846,10916.1,0.08
35202035,621,10543.3,0.06
35202036,1100,16692,0.07
35202037,339,2902.4,0.12
35202040,632,11107.2,0.06
35202042,1142,33005.8,0.03
35202045,433,11671.2,0.04
35202046,1000,5263.2,0.19
