DAUID,POP_2016,POP_DENSITY,LANDAREA
35203138,392,966.7,0.41
35203139,530,4099,0.13
35203140,752,4387.4,0.17
35203141,442,2323.9,0.19
35203142,478,2836.8,0.17
35203143,558,3159.7,0.18
35203144,544,15498.6,0.04
35203146,1000,1678.4,0.6
35203147,891,4818.8,0.18
35203148,483,4735.3,0.1
35203149,1085,11481.5,0.09
35203150,484,5810.3,0.08
35203151,477,6292.9,0.08
35203152,607,3213.3,0.19
35203153,601,6208.7,0.1
35203154,501,7731.5,0.06
35203156,374,28333.3,0.01
35203157,7939,20679.9,0.38
35203160,2469,18761.4,0.13
35203161,567,5499.5,0.1
35203162,972,16227,0.06
35203163,618,9279.3,0.07
35203167,288,11566.3,0.02
35203170,521,13674.5,0.04
35203174,620,195.4,3.17
35203175,2543,3086.2,0.82
35203176,3076,8726.2,0.35
35203177,1235,5954.7,0.21
35203183,556,2526.1,0.22
35203184,465,9687.5,0.05
35203185,0,0,0.31
35203190,1387,6690.8,0.21
35203191,280,10937.5,0.03
35203192,530,10392.2,0.05
35203193,411,6544.6,0.06
35203194,599,9661.3,0.06
35203195,646,17412.4,0.04
35203196,298,11732.3,0.03
35203197,487,9154.1,0.05
35203198,336,12398.5,0.03
35203199,892,20226.8,0.04
35203200,770,9436.3,0.08
35203201,511,10668.1,0.05
35203202,404,8595.7,0.05
35203203,333,13007.8,0.03
35203204,349,9561.6,0.04
35203208,400,9925.6,0.04
35203209,614,10848.1,0.06
35203210,330,11224.5,0.03
35203211,334,11170.6,0.03
35203212,423,5724,0.07
35203213,555,7341.3,0.08
35203214,394,4764.2,0.08
35203216,456,6705.9,0.07
35203217,559,8972.7,0.06
35203218,614,11307.6,0.05
35203219,386,9168.6,0.04
35203220,398,9453.7,0.04
35203221,552,8679.2,0.06
35203222,565,8968.3,0.06
35203223,222,11871.7,0.02
35203224,461,4248.8,0.11
35203225,479,10961.1,0.04
35203226,530,9331,0.06
35203227,498,11241.5,0.04
35203228,583,9864.6,0.06
35203229,501,5463.5,0.09
35203230,655,1901.3,0.34
35203231,745,9612.9,0.08
35203232,704,12893.8,0.05
35203233,642,8991.6,0.07
35203234,704,10476.2,0.07
35203235,569,6790,0.08
35203236,642,7763,0.08
35203237,616,7113.2,0.09
35203238,478,5322.9,0.09
35203239,665,6412.7,0.1
35203240,826,6281.4,0.13
35203241,537,7660.5,0.07
35203242,569,6266.5,0.09
35203243,468,4751.3,0.1
35203244,413,775.3,0.53
35203245,462,5298.2,0.09
35203246,418,4409.3,0.09
35203247,637,4888.7,0.13
35203248,491,5504.5,0.09
35203249,535,4846,0.11
35203250,584,6186.4,0.09
35203251,529,6563.3,0.08
35203252,585,2529.2,0.23
35203253,462,3372.3,0.14
35203254,430,6151.6,0.07
35203255,539,4614.7,0.12
35203256,544,5945.4,0.09
35203257,693,1378,0.5
35203258,523,3194.9,0.16
35203259,591,2426.1,0.24
35203260,448,6318.8,0.07
35203261,670,3476.9,0.19
35203263,436,5422.9,0.08
35203264,573,6781.1,0.08
35203265,466,4263.5,0.11
35203266,443,3930.8,0.11
35203267,504,4980.2,0.1
35203268,772,3280.9,0.24
35203269,518,5307.4,0.1
35203270,81,1219.9,0.07
35203271,523,4789.4,0.11
35203273,1461,2788.7,0.52
35203274,773,14368,0.05
35203275,882,9899,0.09
35203276,576,3388.2,0.17
35203277,445,3503.9,0.13
35203278,491,3884.5,0.13
35203279,648,2435.2,0.27
35203280,455,3529.9,0.13
35203281,444,2579.9,0.17
35203282,430,2687.5,0.16
35203283,572,4863.9,0.12
35203284,407,832.3,0.49
35203285,505,2681.9,0.19
35203286,667,4042.4,0.17
35203287,425,2659.6,0.16
35203288,1050,3170.3,0.33
35203289,695,4483.9,0.16
35203290,572,14300,0.04
35203291,976,25549.7,0.04
35203292,360,5834.7,0.06
35203293,184,5068.9,0.04
35203294,619,4498.5,0.14
35203296,298,1673.2,0.18
35203297,516,3474.7,0.15
35203298,517,5706.4,0.09
35203299,469,4008.5,0.12
35203300,437,4072.7,0.11
35203301,494,4819.5,0.1
35203314,562,2284.6,0.25
35203315,393,3524.7,0.11
35203316,425,3849.6,0.11
35203317,528,2549.5,0.21
35203318,645,2831.4,0.23
35203321,377,2578.7,0.15
35203322,612,2211,0.28
35203323,418,1963.4,0.21
35203324,567,2030.8,0.28
35203330,1061,482272.7,0
35203331,854,11401.9,0.07
35203332,439,4299.7,0.1
35203333,710,2898,0.25
35203334,447,4289.8,0.1
35203337,350,3623.2,0.1
35203338,408,5125.6,0.08
35203339,413,4469.7,0.09
35203340,1838,2517.8,0.73
35203342,1399,9222.1,0.15
35203344,294,3670.4,0.08
35203345,595,6350.1,0.09
35203346,433,3883.4,0.11
35203347,382,6920.3,0.06
35203348,883,17874.5,0.05
35203350,929,11384.8,0.08
35203351,603,5266.4,0.11
35203352,444,4489.4,0.1
35203353,469,3638.5,0.13
35203354,545,5220.3,0.1
35203355,489,5332.6,0.09
35203356,517,5206.4,0.1
35203357,349,5162.7,0.07
35203358,468,5211.6,0.09
35203359,461,4827.2,0.1
35203360,260,4850.7,0.05
35203361,524,2114.6,0.25
35203362,314,2548.7,0.12
35203363,344,3191.1,0.11
35203370,621,4968,0.13
35203371,1728,18782.6,0.09
35203372,1472,13479.9,0.11
35203373,345,4726,0.07
35203374,609,3498,0.17
35203375,308,4167.8,0.07
35203376,248,1299.8,0.19
35203377,555,4233.4,0.13
35203378,642,2810.9,0.23
35203379,541,3785.9,0.14
35203380,480,4660.2,0.1
35203381,495,4768.8,0.1
35203382,446,2212.3,0.2
35203383,389,3247.1,0.12
35203384,536,4177.7,0.13
35203385,425,2970,0.14
35203386,631,3286.5,0.19
35203387,543,4701.3,0.12
35203388,501,3824.4,0.13
35203389,454,4283,0.11
35203391,426,3588.9,0.12
35203392,251,255.7,0.98
35203393,936,2412.4,0.39
35203394,857,1387,0.62
35203395,577,4608.6,0.13
35203396,453,7864.6,0.06
35203399,535,3654.4,0.15
35203400,367,3622.9,0.1
35203401,280,4307.7,0.07
35203402,382,11682,0.03
35203403,2382,1530.8,1.56
35203404,2170,7706,0.28
35203405,1055,16988.7,0.06
35203406,1521,5890.8,0.26
35203407,585,10893.9,0.05
35203408,1958,4998.7,0.39
35203409,430,3082.4,0.14
35203410,415,4917.1,0.08
35203411,1441,3659.2,0.39
35203412,564,4653.5,0.12
35203413,401,4316.5,0.09
35203414,533,4322.8,0.12
35203415,409,4524.3,0.09
35203416,654,4592.7,0.14
35203417,560,5077.1,0.11
35203418,624,5270.3,0.12
35203419,626,7287.5,0.09
35203420,729,3964.1,0.18
35203421,740,2346.2,0.32
35203422,483,2771.1,0.17
35203423,578,5160.7,0.11
35203427,582,3350.6,0.17
35203435,776,12805.3,0.06
35203439,607,4411.3,0.14
35203440,602,5004.2,0.12
35203441,483,4270.6,0.11
35203442,265,4592.7,0.06
35203443,479,5068.8,0.09
35203444,637,4520.9,0.14
35203445,593,7487.4,0.08
35203446,567,8042.6,0.07
35203447,651,4650,0.14
35203448,961,25356.2,0.04
35203449,1151,8779.6,0.13
35203450,627,9889.6,0.06
35203451,598,2164.3,0.28
35203452,941,5933.2,0.16
35203458,565,5255.8,0.11
35203461,614,4811.9,0.13
35203462,539,4765.7,0.11
35203463,469,3410.9,0.14
35203465,1326,3320,0.4
35203466,1430,8598.9,0.17
35203467,466,4485.1,0.1
35203468,539,5949.2,0.09
35203469,487,6211.7,0.08
35203470,846,18232.8,0.05
35203471,590,26576.6,0.02
35203472,693,5294.1,0.13
35203479,427,7951.6,0.05
35203480,491,7671.9,0.06
35203482,2434,1681.9,1.45
35203483,670,3491.4,0.19
35203484,627,765.3,0.82
35203485,399,7000,0.06
35203486,811,9195,0.09
35203489,646,4040,0.16
35203490,597,5354.3,0.11
35203491,593,3886,0.15
35203492,504,1582.4,0.32
35203493,562,4411.3,0.13
35203494,583,3878.9,0.15
35203495,470,6010.2,0.08
35203496,512,3608.2,0.14
35203498,607,4574.2,0.13
35203501,511,6914.7,0.07
35203502,556,2874.9,0.19
35203503,4167,4503.4,0.93
35203504,237,2294.3,0.1
35203505,509,6154.8,0.08
35203506,520,5983.9,0.09
35203507,398,3631.4,0.11
35203508,564,4472.6,0.13
35203509,802,4633.2,0.17
35203510,415,10024.2,0.04
35203511,535,6045.2,0.09
35203512,597,4396.2,0.14
35203513,572,8719.5,0.07
35203519,984,4029.5,0.24
35203520,2766,8142.5,0.34
35203521,1483,4024.4,0.37
35203522,812,5850.1,0.14
35203523,386,5202.2,0.07
35203524,431,3624.9,0.12
35203525,483,4464,0.11
35203526,455,2750.9,0.17
35203527,870,854,1.02
35203528,535,3232.6,0.17
35203529,542,7612.4,0.07
35203530,526,6666.7,0.08
35203531,477,6030.3,0.08
35203532,629,583.8,1.08
35203533,451,3258.7,0.14
35203534,489,3198.2,0.15
35203535,500,4739.3,0.11
35203536,436,4128.8,0.11
35203537,523,4118.1,0.13
35203538,486,5651.2,0.09
35203539,433,3354,0.13
35203540,523,6324.1,0.08
35203541,801,3115.5,0.26
35203542,656,4350.1,0.15
35203543,572,4434.1,0.13
35203544,545,3623.7,0.15
35203545,561,4738.2,0.12
35203546,581,5201.4,0.11
35203547,552,7419.4,0.07
35203548,827,6631.9,0.12
35203552,624,4057.2,0.15
35203554,470,3403.3,0.14
35203561,1074,28793.6,0.04
35203566,958,499.7,1.92
35203567,670,5469.4,0.12
35203568,1012,1598.7,0.63
35203569,465,3862.1,0.12
35203570,629,3732.9,0.17
35203571,472,3725.3,0.13
35203572,406,3980.4,0.1
35203573,665,2986.1,0.22
35203574,640,2190.3,0.29
35203575,595,4391.1,0.14
35203576,500,5071,0.1
35203577,439,2474.6,0.18
35203578,512,4452.2,0.12
35203579,455,4582.1,0.1
35203580,961,19896.5,0.05
35203581,339,2418,0.14
35203584,677,19510.1,0.03
35203585,465,6326.5,0.07
35203586,430,2636.4,0.16
35203587,515,1741.6,0.3
35203588,570,4505.9,0.13
35203589,686,4917.6,0.14
35203590,1380,5820.3,0.24
35203591,1019,16382.6,0.06
35203592,377,2421.3,0.16
35203593,301,1760.2,0.17
35203594,811,2624.6,0.31
35203595,588,4689,0.13
35203596,321,4458.3,0.07
35203597,452,3711,0.12
35203599,815,4319,0.19
35203600,392,1269.8,0.31
35203604,735,4040.7,0.18
35203605,719,5154.1,0.14
35203606,528,5274.7,0.1
35203607,757,2661.7,0.28
35203608,615,3028.1,0.2
35203610,771,2053.3,0.38
35203611,422,3653.7,0.12
35203612,512,2460.4,0.21
35203613,937,2438.2,0.38
35203614,374,5060.9,0.07
35203615,398,874.7,0.46
35203616,564,5662.7,0.1
35203617,984,21025.6,0.05
35203618,2437,14506,0.17
35203619,543,4775.7,0.11
35203620,981,992.9,0.99
35203621,1118,9637.9,0.12
35203622,1084,8665.1,0.13
35203623,936,725.9,1.29
35203626,477,3028.6,0.16
35203627,679,2302.5,0.29
35203628,414,4709.9,0.09
35203629,250,4258.9,0.06
35203630,309,420.3,0.74
35203631,417,4141,0.1
35203632,545,1173.1,0.46
35203633,417,2756.1,0.15
35203634,536,2595.6,0.21
35203635,587,5971.5,0.1
35203636,762,3557.4,0.21
35203637,406,6485.6,0.06
35203640,385,2349,0.16
35203641,325,3336.8,0.1
35203649,0,0,0.18
35203650,1477,761.3,1.94
35203651,523,3865.5,0.14
35203652,391,4682.6,0.08
35203653,689,5804.5,0.12
35203654,478,5425.7,0.09
35203655,434,4340,0.1
35203656,673,838.5,0.8
35203657,465,4262.1,0.11
35203658,403,2935.2,0.14
35203659,998,9559.4,0.1
35203660,426,3014.9,0.14
35203661,723,2751.1,0.26
35203664,1078,10296.1,0.1
35203666,428,6416.8,0.07
35203668,624,3270.4,0.19
35203669,693,3264.2,0.21
35203670,829,3553.4,0.23
35203672,404,4177.9,0.1
35203673,257,4532.6,0.06
35203675,601,3775.1,0.16
35203676,534,222,2.41
35203677,460,1000.2,0.46
35203678,234,3132.5,0.07
35203679,380,2178.9,0.17
35203680,460,2069.3,0.22
35203681,556,3349.4,0.17
35203682,754,2477.8,0.3
35203683,383,2534.7,0.15
35203684,1027,2546.5,0.4
35203685,448,1907.2,0.23
35203686,355,1126.6,0.32
35203687,747,1766.8,0.42
35203688,612,2582.3,0.24
35203689,570,2941.2,0.19
35203690,518,5807.2,0.09
35203691,1039,3531.6,0.29
35203692,528,3787.7,0.14
35203693,583,7092.5,0.08
35203694,523,7029.6,0.07
35203695,613,2821,0.22
35203696,504,8064,0.06
35203697,355,6974.5,0.05
35203698,529,4350.3,0.12
35203699,528,553.1,0.95
35203700,586,695.4,0.84
35203701,417,2175.3,0.19
35203703,541,5971.3,0.09
35203704,402,6213.3,0.06
35203705,366,8008.8,0.05
35203708,1142,5985.3,0.19
35203709,1020,10099,0.1
35203710,514,7070.2,0.07
35203711,385,7825.2,0.05
35203712,400,4197.3,0.1
35203713,661,592.2,1.12
35203714,609,5511.3,0.11
35203715,420,4154.3,0.1
35203716,887,12617.4,0.07
35203717,0,0,0.01
35203718,1682,2117.9,0.79
35203719,580,2447.3,0.24
35203720,589,2884.4,0.2
35203721,400,3127.4,0.13
35203722,524,2688.6,0.19
35203723,431,3649.4,0.12
35203724,510,3505.2,0.15
35203725,560,2458.3,0.23
35203726,488,3094.5,0.16
35203729,395,2474.9,0.16
35203730,465,6503.5,0.07
35203731,1669,4619.4,0.36
35203732,656,2776.1,0.24
35203733,500,4902,0.1
35203734,412,5936.6,0.07
35203735,394,3308.1,0.12
35203736,430,487.5,0.88
35203737,612,2362,0.26
35203738,537,3377.4,0.16
35203739,402,335.8,1.2
35203740,377,1895.4,0.2
35203743,509,6500.6,0.08
35203744,631,3552.9,0.18
35203745,865,2802.1,0.31
35203746,1115,2246.2,0.5
35203747,729,2855.5,0.26
35203748,363,2706.9,0.13
35203751,438,1938.1,0.23
35203752,933,3048,0.31
35203753,399,1837.9,0.22
35203754,702,1769.6,0.4
35203755,387,2571.4,0.15
35203756,491,4214.6,0.12
35203757,560,2660.3,0.21
35203758,462,4587.9,0.1
35203759,414,1987.5,0.21
35203760,450,2552.5,0.18
35203761,439,2608.4,0.17
35203762,541,3762.2,0.14
35203766,1286,6167.9,0.21
35203786,691,685.7,1.01
35203787,709,2523.1,0.28
35203788,928,570.8,1.63
35203789,288,3341.1,0.09
35203790,503,3195.7,0.16
35203791,269,3056.8,0.09
35203792,721,3574.6,0.2
35203793,384,9746.2,0.04
35203794,468,3890.3,0.12
35203796,482,4023.4,0.12
35203798,438,6656.5,0.07
35203799,705,9026.9,0.08
35203800,435,6397.1,0.07
35203801,481,4499.5,0.11
35203802,485,5359.1,0.09
35203803,521,7650.5,0.07
35203807,482,12050,0.04
35203808,415,10024.2,0.04
35203809,414,9904.3,0.04
35203810,543,9234.7,0.06
35203811,710,6448.7,0.11
35203812,873,14218.2,0.06
35203813,432,8323.7,0.05
35203815,635,7087.1,0.09
35203816,447,8097.8,0.06
35203817,645,6601.8,0.1
35203818,703,11088.3,0.06
35203819,411,9625.3,0.04
35203820,692,9571.2,0.07
35203828,458,10315.3,0.04
35203829,479,12313.6,0.04
35203830,578,7994.5,0.07
35203833,503,9195.6,0.05
35203834,742,12408,0.06
35203835,333,9487.2,0.04
35203836,372,7948.7,0.05
35203837,269,7577.5,0.04
35203838,479,7324.2,0.07
35203841,525,5423.6,0.1
35203842,556,14005,0.04
35203843,477,12389.6,0.04
35203844,617,14086.8,0.04
35203845,431,13140.2,0.03
35203846,344,3963.1,0.09
35203847,380,29921.3,0.01
35203848,547,1598.5,0.34
35203849,584,4798.7,0.12
35203850,1024,1817.2,0.56
35203851,290,8479.5,0.03
35203852,330,5254.8,0.06
35203853,331,6741.3,0.05
35203857,1966,46477.5,0.04
35203858,430,4663.8,0.09
35203859,351,20289,0.02
35203860,386,9772.2,0.04
35203861,334,24202.9,0.01
35203864,644,20125,0.03
35203865,525,7847.5,0.07
35203866,663,19217.4,0.03
35203867,492,4749,0.1
35203868,552,5679,0.1
35203869,513,2861.1,0.18
35203870,471,6615.2,0.07
35203871,460,6562.1,0.07
35203872,385,6427.4,0.06
35203873,257,3413,0.08
35203876,429,12363.1,0.03
35203877,509,10670.9,0.05
35203878,618,3775.2,0.16
35203880,362,6948.2,0.05
35203881,631,10177.4,0.06
35203882,390,6220.1,0.06
35203883,435,6551.2,0.07
35203884,481,5894.6,0.08
35203885,411,11742.9,0.04
35203886,460,6725.1,0.07
35203887,564,5674,0.1
35203888,757,5895.6,0.13
35203889,345,6521.7,0.05
35203890,490,9369,0.05
35203891,543,6638.1,0.08
35203892,560,9195.4,0.06
35203893,519,11715.6,0.04
35203895,490,5036,0.1
35203897,448,6037.7,0.07
35203898,541,7684.7,0.07
35203899,1125,20949.7,0.05
35203908,1227,8783.1,0.14
35203909,362,3418.3,0.11
35203910,348,3359.1,0.1
35203911,737,8987.8,0.08
35203912,820,54666.7,0.02
35203913,352,5886.3,0.06
35203914,1045,14493.8,0.07
35203915,1024,10098.6,0.1
35203916,762,4485,0.17
35203917,357,3867.8,0.09
35203919,220,8871,0.02
35203921,1095,4219.7,0.26
35203922,351,4317.3,0.08
35203925,1141,7793.7,0.15
35203926,260,9454.5,0.03
35203927,720,4832.2,0.15
35203928,826,7059.8,0.12
35203929,997,3572.2,0.28
35203930,1115,5198.1,0.21
35203931,352,7054.1,0.05
35203932,473,6240.1,0.08
35203933,1127,6254.2,0.18
35203936,343,8225.4,0.04
35203937,436,2192.1,0.2
35203938,362,8639.6,0.04
35203939,360,8551.1,0.04
35203940,702,6943.6,0.1
35203943,574,4823.5,0.12
35203945,1370,12863.8,0.11
35203946,4226,15565.4,0.27
35203947,2983,21966.1,0.14
35203948,2715,22217.7,0.12
35203951,1657,15917.4,0.1
35203953,1434,8255.6,0.17
35203954,7307,8815.3,0.83
35203955,1548,1799.6,0.86
35203958,1124,4481.7,0.25
35203959,1931,17996.3,0.11
35203960,2596,4419.5,0.59
35203961,3033,9650,0.31
35203962,697,11426.2,0.06
35203965,1234,17162.7,0.07
35203971,1849,23614.3,0.08
35203973,1037,1204.3,0.86
35203974,1042,19260.6,0.05
35203975,1749,12994.1,0.13
35203976,1878,14401.8,0.13
35203977,1324,23228.1,0.06
35203978,3921,12742.9,0.31
35203979,1343,6211.8,0.22
35203980,1872,11848.1,0.16
35203981,1507,7939.9,0.19
35203984,752,11842.5,0.06
35203986,2268,30240,0.08
35203987,868,17678.2,0.05
35203989,1634,3062.2,0.53
35203990,1030,7394.1,0.14
35203991,1021,11830.8,0.09
35203992,1477,8577.2,0.17
35203993,940,6155.9,0.15
35203994,1529,18899.9,0.08
35203995,1199,10536,0.11
35203997,999,11670.6,0.09
35203998,869,1248,0.7
35204001,1079,16104.5,0.07
35204003,665,7372.5,0.09
35204004,3291,37740.8,0.09
35204005,1554,7115.4,0.22
35204006,805,3416.8,0.24
35204007,1776,18271.6,0.1
35204009,1189,21657.6,0.05
35204010,1376,1652.5,0.83
35204011,1504,20716.3,0.07
35204012,860,3497.4,0.25
35204013,2133,44810.9,0.05
35204014,3335,15172.9,0.22
35204015,1549,18595.4,0.08
35204018,2653,23009.5,0.12
35204019,2145,32014.9,0.07
35204020,1947,42791.2,0.05
35204021,1050,29166.7,0.04
35204022,2119,11998.9,0.18
35204024,2952,42051.3,0.07
35204026,2145,14444.4,0.15
35204027,1322,22991.3,0.06
35204028,2478,10376.9,0.24
35204029,1076,3776.8,0.28
35204030,1495,7880.9,0.19
35204032,1512,3373.5,0.45
35204033,2035,12806.8,0.16
35204034,791,6619.2,0.12
35204035,3348,6931.7,0.48
35204036,2344,835.2,2.81
35204038,915,9631.6,0.1
35204039,1166,9003.9,0.13
35204040,839,5600.8,0.15
35204041,2333,8317.3,0.28
35204042,1680,9105.7,0.18
35204043,1934,26639.1,0.07
35204045,1502,26350.9,0.06
35204047,1300,771.6,1.68
35204049,6531,9694.2,0.67
35204052,2257,25161.6,0.09
35204053,2360,8686.1,0.27
35204054,1190,12948.9,0.09
35204055,2240,13625.3,0.16
35204056,1937,17869,0.11
35204057,1236,57757,0.02
35204058,1313,6324.7,0.21
35204059,2907,26427.3,0.11
35204060,2044,2154.5,0.95
35204061,1312,14062.2,0.09
35204062,1847,2280.5,0.81
35204063,2732,22302,0.12
35204064,1774,8455.7,0.21
35204065,1617,12593.5,0.13
35204066,1428,12194.7,0.12
35204067,1228,1138.5,1.08
35204068,2426,27631,0.09
35204069,1586,15191.6,0.1
35204070,1114,4632,0.24
35204072,2933,11722.6,0.25
35204073,5983,27520.7,0.22
35204074,5498,24922.9,0.22
35204075,2009,3211.8,0.63
35204076,1437,27267.6,0.05
35204077,1531,36891.6,0.04
35204079,2959,15299.9,0.19
35204080,1736,16455,0.11
35204081,2765,30384.6,0.09
35204082,1617,31459.1,0.05
35204083,2134,37307.7,0.06
35204084,3131,4250.6,0.74
35204085,2824,20780,0.14
35204087,2059,22139.8,0.09
35204088,2622,46000,0.06
35204089,893,63333.3,0.01
35204090,1165,36520.4,0.03
35204091,1381,14865.4,0.09
35204092,855,3867,0.22
35204093,2601,8312.6,0.31
35204094,3378,11749.6,0.29
35204095,1727,2060.4,0.84
35204096,2172,37191.8,0.06
35204097,2141,37430.1,0.06
35204098,1606,4737.5,0.34
35204100,2800,32980,0.08
35204101,6906,31405.2,0.22
35204103,2446,18145.4,0.13
35204105,2248,12053.6,0.19
35204106,1034,2483.8,0.42
35204107,881,8067.8,0.11
35204109,2005,7376.7,0.27
35204110,2139,18266.4,0.12
35204111,2311,7224.1,0.32
35204113,1674,2646.6,0.63
35204114,1080,2506.4,0.43
35204115,1500,21276.6,0.07
35204116,883,26201.8,0.03
35204117,1979,17796.8,0.11
35204118,2724,23065.2,0.12
35204119,1778,22941.9,0.08
35204120,1287,5866,0.22
35204121,2298,20444.8,0.11
35204124,7607,11273,0.67
35204125,1538,8478.5,0.18
35204126,4680,2287.7,2.05
35204127,1653,9214,0.18
35204128,3365,15240,0.22
35204129,1359,10751.6,0.13
35204130,412,3416.3,0.12
35204131,997,1080.9,0.92
35204133,1249,21277.7,0.06
35204134,770,8148.1,0.09
